u,f,kernel,lambda,a,b,u_is_polynomial,u_is_trigonometric,u_is_hyperbolic,u_is_exponential,u_max_degree,f_is_polynomial,f_is_trigonometric,f_is_hyperbolic,f_is_exponential,f_max_degree,kernel_is_polynomial,kernel_is_trigonometric,kernel_is_hyperbolic,kernel_is_exponential,kernel_max_degree,lambda_is_polynomial,lambda_is_trigonometric,lambda_is_hyperbolic,lambda_is_exponential,lambda_max_degree
x*(-9.834098117342943*cos(x) - 66.79070795304648) + x, x*(-9.834098117342943*cos(x) - 66.79070795304648) + 731.14042047947454*x - 6175.0454466300053, 1.1579700300731326 + 0.2533624937306496*x/t, 4.647887243273381, -6.499714168323889, 2.8492870274294173,False,True,False,False,1,False,True,False,False,1,False,False,False,False,1,True,False,False,False,1
5.01658483083671, 14.0504744702831*exp(cos(x)) + 33.204635422928622 + 14.0504744702831/x**3, exp(cos(x)) + 2.0061991964548938 + x**(-3), -1.9377728196799282, -8.947679281812606, -7.50230617557659,True,False,False,False,1,False,True,False,True,1,False,True,False,True,1,True,False,False,False,1
2.2657905310157821*(4.727757228506155 - 7.167905578042205/x)/x, 181.01495467043559 + 2.2657905310157821*(4.727757228506155 - 7.167905578042205/x)/x, t, -3.5919751321302567, 2.008661832284279, 8.984257100111712,False,False,False,False,1,False,False,False,False,1,True,False,False,False,1,True,False,False,False,1
2.46193413401852, 2.46193413401852 + 32480.9575481346*log(x)/x**5, log(x)*cosh(t)**2/x**5, -2.029963242671613, -5.186985932153112, 4.950195953290894,True,False,False,False,1,False,False,False,False,1,False,False,True,False,1,True,False,False,False,1
x**5 + 0.9998967944445072, x**5 + 660060.29964784515*x*tan(x) + 388871766.9125101*tan(x) + 389658037.79167056, t**3 + (t**3 + x)*tan(x) + 1.1912091663187994, -6.413147383031845, 6.310761106392373, 9.379028643081817,True,False,False,False,5,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
6.5516012419793554 - x**3, -x**3 + 5124.7892190704219*tan(x) + 42401.126177202413, t + tan(x), 2.7113244379148576, -4.138211885391792, 9.519384298947536,True,False,False,False,3,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x**3, x**3 - 11658.860854498601*x - 3663.8574231664165*tanh(tan(x))**3 + 61990.187772201136, -x - 0.31425518057818726*tanh(tan(x))**3 + 5.317002110740696, 7.652752875577011, -8.853288798847995, -2.653736008772885,True,False,False,False,3,False,True,True,False,1,False,True,True,False,1,True,False,False,False,1
-12.11176789953614*x*exp(-x - cosh(1)) - 7.555352312629946, -12.11176789953614*x*exp(-x - cosh(1)) - 2019924.004666009 + 59611893.57991286*exp(-cosh(1)), 39423.43173197624, -0.9679397693371712, -3.8211645779150434, 3.184928863263906,False,False,True,True,1,False,False,True,True,1,True,False,False,False,1,True,False,False,False,1
-3.343973397147151, 188.1016201371305*x**2 - 3.343973397147151, x**2, 3.4784287344278155, -8.302625845484059, 7.868736652936114,True,False,False,False,1,True,False,False,False,2,True,False,False,False,2,True,False,False,False,1
-9.05166753897043, 331.356221305892*(-x**2 + x)**2 - 2425.839887603405, (-x**2 + x)**2 - 7.293625604914704, 6.868733023976528, -9.78869179038988, -4.459149676645852,True,False,False,False,1,True,False,False,False,4,True,False,False,False,4,True,False,False,False,1
3.02094187398162*(0.69175537708144295*x - 1)**3 + tan(x - 0.90701741163666587) - 8.344825649113893, 3.02094187398162*(0.69175537708144295*x - 1)**3 + tan(x - 0.90701741163666587) - 107516.3093534464, 5.105619692394537, -9.316551496583848, -9.282589692830442, -6.6476835318380045,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1,True,False,False,False,1
0.203200869121248, 0.760196956941889*cosh(2*x - 567.8909824566027) + 2.41453548077217, -t + cosh(2*x - 567.8909824566027), -9.682881564912973, -3.10207863802757, -2.715715267769294,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
-3.2456728089370017, -246.04096198809115, -3.4180686515001039/tanh(t)**4, 9.743535439536892, -0.8630609799788118, -0.5706125791173449,True,False,False,False,1,True,False,False,False,1,False,False,True,False,1,True,False,False,False,1
-5.873786655609088, 2451.459607864785*x**2 + 1081973.501072449, t**2*(t**3 + t + x**2 + 5.740024402524135), 2.0813982188951705, 5.032653956535285, 9.000067275807535,True,False,False,False,1,True,False,False,False,2,True,False,False,False,5,True,False,False,False,1
x + cos(x), -3.50354247778758*x + cos(x), x, -0.5061271475677493, -7.39817664254546, 5.978401625699908,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1,True,False,False,False,1
cos(x + 9.039873522074238)**5, cos(x + 9.039873522074238)**5 + 2.224785046695927, -9.502083303043133, 3.1090885568212823, 2.049371383579423, 2.9214449670601574,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1,True,False,False,False,1
x**4, -1465797250.2419958*x**9*cosh(x)**3 + x**4, -213.24181500019141*t**3*x**9*cosh(x)**3, -3.002902309766517, 5.686413383238381, 8.14688404348464,True,False,False,False,4,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
0.5902515138268783*x, -396611460396954.3*x*exp(x) + 0.5902515138268783*x, 6411411635188.67*x*(0.0006284367655887939*t**2 + 1)**4*exp(x), -9.275101110931308, -4.711088667325745, -0.47253422324218874,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
x**3 + cos(x), -10647.04689993579*x**4 + x**3 + 950158.0102454056*x**2 + cos(x) - 21159163.61272449, 1389.552623495395*(-0.02682640647446975*t + 0.02682640647446975*x**2 - 1)**2 - 5.013667764312036, 7.236631189184344, 4.409089813664979, 8.893941994532646,False,True,False,False,1,False,True,False,False,1,True,False,False,False,4,True,False,False,False,1
-1.428138320629366, -119.4113925840602, t, -4.10800374953137, 2.123903928233993, 6.688171227042364,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1
-1.7269662225960847, -87.921723435053462*x/(x + 6.885935723514911*tanh(x)) - 118.91700111883182, -7.139504760081314*x/(x + 6.885935723514911*tanh(x)) - 9.516178474297233, 0.6369999762245975, -7.926605800400235, 3.2678979333089604,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
x, x + 9.6639281805419*tan(log(x**3))/x**2, tan(log(x**3))/x**2, -6.1503398569804, -0.33870032101590297, 1.804795034577431,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x**4, x**4 + 284215.8541252564, 3.740673349042753, -7.673420733433602, -8.688321870173654, -0.047997788542337716,True,False,False,False,4,True,False,False,False,4,True,False,False,False,1,True,False,False,False,1
-0.11442728756999*x, -0.11442728756999*x + 0.0151901396817163 + 0.7731934454237665/x + 13.16895200137909/x**2 + 75.04341814711005/x**3, 0.02260696496978737*(-0.3853302762928364*t**3/x - 1 + 0.3853302762928364*cosh(t)/x)**3, -2.469054432980342, 4.108624529276192, 4.651592684279933,True,False,False,False,1,False,False,False,False,1,False,False,True,False,1,True,False,False,False,1
0.1453877302027523*x, 0.1453877302027523*x + 3275.9550468473356 + 3290.4696396034593*tanh(x**3)/x**2, t**5*(x + tanh(x**3)/x)/x - 4.5033183394153635, -9.176766424393467, -3.2194093537676993, 3.8982210768118275,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
x, 0.003857230317514237*x**3*exp(-x) + x + 10.851081893380303, 0.0002542948980836326*x**3*(t**5 - 10.323009915119565)*exp(-x) - 7.12843346713483, 5.301834360288593, 0.5872996749588104, 0.9587214471468393,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
33.541975769997007/cosh(x), 709.32592237541927*(-exp(4*x) + tan(x))**4 + 33.541975769997007/cosh(x), (-exp(4*x) + tan(x))**4, -6.770120131480438, -4.725361962213029, 9.118389652509354,False,False,True,False,1,False,True,True,True,1,False,True,False,True,1,True,False,False,False,1
1.1973330003303033, 347.87240252220789*exp(cos(x)) + 138.68163771585083, t*(t**2*exp(cos(x)) + t + 0.2606013981426525), -7.558931986628917, 1.4656784930670845, 3.5474159854366665,True,False,False,False,1,False,True,False,True,1,False,True,False,True,1,True,False,False,False,1
x**3, x**3 - 52.11901106617594*tan(x**2)**10 - 947.3856048906504*tan(x**2)**9 - 810.35803633947*tan(x**2)**8 - 2909.342734880848*tan(x**2)**7 - 1314.226611646849*tan(x**2)**6 - 1727.377256253643*tan(x**2)**5 - 459.3187895362112*tan(x**2)**4 - 247.7806695234025*tan(x**2)**3 - 34.58867696008716*tan(x**2)**2 - 6.503081503400778*tan(x**2) - 0.2715462820103688, (-0.2329921826753787*t + tan(x**2))**10, -9.768988222469599, -2.6777872980810358, 2.341830382868313,True,False,False,False,3,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, 18.5819759316387*x + 17.5819759316387 + 17.5819759316387*exp(x)/x**4 - 104.08195783979/x**4, x + (x + (t**3 + exp(x))/x**3)/x, 6.441960397287513, -2.407332986552384, -0.5802351067283134,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
-6.147569394448949, -6.147569394448949 + 1060.147369760965/cos(exp(x)/x), -2.780155828189499/cos(exp(x)/x), -5.536346080288041, -6.051407346350722, 5.152523800084065,True,False,False,False,1,False,True,False,True,1,False,True,False,True,1,True,False,False,False,1
x, x + 698.336573088493, t, -5.030208725295227, -3.5320600285736354, 7.194682367253439,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1
x**3, x**3 + 15393.03769143198*x**2 + 1661.758079850427*x, x**2*cosh(0.7759739544963509*t) + 2*x, -6.744696213395769, -3.849792190024255, 5.1663506213464,True,False,False,False,3,True,False,False,False,3,False,False,True,False,1,True,False,False,False,1
x**2, x**2 + 112.819118916608*x + 112.819118916608*cosh(x**2 + x - 8.225666178243216) - 787.044334466954, -t + x + cosh(x**2 + x - 8.225666178243216), -6.556323990785309, 6.796265237553506, 7.150074072097748,True,False,False,False,2,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
2.491805737913646, 329294.8477968701, 7.98854588407216*cosh(t), -7.880518864584958, -8.22423430404168, 6.148580119553362,True,False,False,False,1,True,False,False,False,1,False,False,True,False,1,True,False,False,False,1
5.533848065081008, 5.533848065081008 + 23482139459019380.0/(cosh(x)**4*tanh(x**3)**4), 1763.8988508220867*t**12/(cosh(x)**4*tanh(x**3)**4), -5.083598312120412, -9.63309248995527, 4.826061795984611,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
91.7555235215104*(0.40501728353205*cos(x) + 1)**5, 91.7555235215104*(0.40501728353205*cos(x) + 1)**5 - 52060.56106629796, -5.150344817835368, -8.951377667752185, -3.441253930925063, 4.773671107029445,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1,True,False,False,False,1
-9.885692517145388/x, -9.885692517145388/x - 2487960911.0526537*cos(x**2)**5/x**15, 79820058.658142652*cos(x**2)**5/x**15, -3.132053208945753, 2.5375407190608623, 6.944043852550571,False,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x + (x**3 + 0.31601364655727136*x*exp(x))/x, -35.166634498559661*x**3 + x + (x**3 + 0.31601364655727136*x*exp(x))/x, x**3, 1.9277627553645367, -1.8157172122290852, 2.8922800462578273,False,False,False,True,1,False,False,False,True,1,True,False,False,False,3,True,False,False,False,1
x, x - 1246.95050438043, -7.07140156362247, 4.936498274269285, -8.707658371123872, -2.0931150323044516,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1,True,False,False,False,1
cosh(x) - 1.1176441459521023, -2048.5512922923225*x**3 - 2048.5512922923225*x + cosh(x) - 1981.2108839740973, -t - x**3 - x - 5.87006231539471, -4.660223780938537, -6.703394038392492, 4.488940268740645,False,False,True,False,1,False,False,True,False,1,True,False,False,False,3,True,False,False,False,1
x, 127.290076586744*x**2 + x - 597807.4221893611 - 9309.07735455758/x**3, -t**2*(t**2 + 1.103185995177885/x**3) + x**2, -4.230724965832313, 6.017082365621526, 9.817301081448658,True,False,False,False,1,False,False,False,False,1,False,False,False,False,1,True,False,False,False,1
x, x + 160.46666197516755*cos(x) - 1580.6874498005665, 0.12027032502685598*t*cos(x) - 8.52995140462889, -6.292756192381992, -3.4442327149400587, 8.411843454698186,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
-0.1114043025732901*x*exp(-x), -2.030615164280367*x**2 - 0.1114043025732901*x*exp(-x), x**2, 8.103848850218025, -1.501097682399621, 9.231316450503616,False,False,False,True,1,False,False,False,True,1,True,False,False,False,2,True,False,False,False,1
x**8 - 9.434136231215682, x**8 - 9.434136231215682 + 15410216.43496765*log(exp(x**3))/x, -0.1127262837512147*log(exp(x**3))/x, 7.294657894430372, -8.205640198378742, 2.5379023499495688,True,False,False,False,8,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
x**4 - x + 1576171442.447714/cosh(x)**2, x**4 + 7272905890.055724*x**2 - x + 1576171442.447714/cosh(x)**2, x**2, -2.317167199193544, -8.02145559406932, 2.7191485256441243,False,False,True,False,1,False,False,True,False,1,True,False,False,False,2,True,False,False,False,1
2.3091556288244437, 254.53897248534491*x**16 + 554468.11486255255*x**12 + 3190550379.1290786*x**8 + 11247512377690.918*x**4 + 16761235511201562.0, (t**2 + x**4 + cosh(t))**4 + 8.421902856812451, -7.165120801614064, -5.7213303323851505, 9.662963494906748,True,False,False,False,1,True,False,False,False,16,False,False,True,False,1,True,False,False,False,1
2*x - 5.597770946202596, 2*x + 482.3515157601771*exp(4*x)*tanh(x**2)**4 - 1855.445748853789*exp(3*x)*tanh(x**2)**3 + 5124.357025845843*exp(2*x)*tanh(x**2)**2 - 5628.166498265922*exp(x)*tanh(x**2) + 2694.416986872332, 7.66522594324261*(-0.6009920951940266*t - exp(x)*tanh(x**2))**4, 1.4596476710925508, -3.7774899830386977, 3.1696426486853557,True,False,False,False,1,False,False,True,True,1,False,False,True,True,1,True,False,False,False,1
x, x - 0.02512644954341023 + 23.25215020662935*tan(x)/x - 7172.554539889218*tan(x)**2/x**2 + 737502.2405887429*tan(x)**3/x**3, -9.22918237718979*t**3*(0.003241822711464315 - tan(x)/x)**3, -5.5912384882191475, -5.95135923507608, 9.14592878576395,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
0.4081409538197285, 13.94224319124043*x - 13.94224319124043*x/(tanh((x + 0.97134659086830776)**4) + 7.297262429325855) + 0.4081409538197285, -x + x/(tanh((x + 0.97134659086830776)**4) + 7.297262429325855), 5.271730427530063, -6.545344674326432, -0.0654300427064669,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
x**8, x**8 - 21305643.3038177*x**4 + 21305643.3038177*x - 16789160.4352381, -x**4 + x - cos(t), -3.51309450315118, -7.2395182611478575, -3.269645659408191,True,False,False,False,8,True,False,False,False,8,False,True,False,False,1,True,False,False,False,1
x, x - 383.492870450716*tan(x**2 - 7.698571634780574)**4 + 50.8873376497427, tan(x**2 - 7.698571634780574)**4 + 0.4829902590524723/t, -8.341473317816885, -9.95523758866147, 2.675496521496246,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
8.624249779487737, 3323.798254703978*x**13 + 1225.426261727868*x**2 + 1225.426261727868*tanh(x) - 6972.695888684433, -2.712360880872078*x**13 - x**2 - tanh(x) + 5.697054450767329, 9.27925316485566, -8.621494604997755, 6.691242744018705,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
x**3, x**3 + 60360.5911563298*x*cos(x) + 60360.5911563298*x, x*(t*cos(x) + t), -6.104463683295876, 1.5751121898947922, 8.686248034252767,True,False,False,False,3,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, x + 122461.20943039008, t**4 - 8.822570713041536 + 1.0224229389983215*cosh(t)/t, 5.1766309842389475, -9.906712764822004, 9.430405390919706,True,False,False,False,1,True,False,False,False,1,False,False,True,False,1,True,False,False,False,1
-1.6244979391459484, 1.8962771213345447*tan(0.1084376068104791*x) - 1.6244979391459484, -tan(0.1084376068104791*x), -0.3609240658261452, 3.2064641230044657, 6.44066357726761,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
-1.199213437828759, -39.68816086561136*x - 39.68816086561136*exp(171570.96528750678*x**4 + 0.1006634366317735*x) - 1.199213437828759, x + exp(171570.96528750678*x**4 + 0.1006634366317735*x), -5.273939770449316, -0.042014967093829014, 6.233210322296401,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
0.29317748011817064*x**4 + 0.29313202858352744*x**2 - 2.4474118722584386*x, 0.29317748011817064*x**4 + 0.29313202858352744*x**2 - 2.4474118722584386*x - 13498.187632380239, t**2, 0.5280484127619349, -7.110589086598811, -6.163664325947726,True,False,False,False,4,True,False,False,False,4,True,False,False,False,2,True,False,False,False,1
x**4, x**4 + 0.301439968297628*log(cos(8.683983521346125*x)), log(cos(8.683983521346125*x))/t**3, 3.3533477592228706, -1.69157502415489, 1.6375718507616845,True,False,False,False,4,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
7.890805582222072, -1.787924950180328*x**3/tan(x**2) - 1.050782714353713*x**2 - 60.88905779110628*x**2/tan(x**2) + 7.890805582222072, x**2*((t**2 + t + x + tan(x**2) + 5.493944168443672)/tan(x**2) - 0.412289249474519), 0.18957106189327888, 4.258937323173029, 5.454179470176534,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x**3, x**3 + 11884.4177917883*x**2 + 11884.4177917883*x*exp(x), x*(x + exp(x)), -8.937200266500495, -4.785643309150225, 8.743193262799338,True,False,False,False,3,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
1.8152601499152503, -206.72516330897045*x**2 + 1930.3755412890083*x + 76.760226012133371, t*(-x*(t - x) + x - cos(t)), 4.454248708430512, -5.017536385231944, 8.735542291875053,True,False,False,False,1,True,False,False,False,2,False,True,False,False,1,True,False,False,False,1
x**4, x**4 - 169983.538705331*x, x*(-t + cos(t)), -2.8782470769258968, 7.007681957629114, 8.803553658494355,True,False,False,False,4,True,False,False,False,4,False,True,False,False,1,True,False,False,False,1
x**5, x**5 + 2863.40834782942*cos(x) + 995247.6676200703/x**3, 0.002877081193947102*cos(x) + x**(-3), 7.216823100677672, -9.709657937719005, -4.681034749364246,True,False,False,False,5,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
-6.9482414852473324, -65.837720361770879*(1.26686591812154 - 6.9482414852473324*exp(x))*exp(-x) - 6.9482414852473324, t - 0.1823289994758212*t*exp(-x), -1.463286197039599, -9.673768370929112, -1.896227571561269,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
x, x - 129.439699818539*exp(x/(x**5 - 2*x + 12.81754200703378)) - 790.2060973335932, exp(x/(x**5 - 2*x + 12.81754200703378)) + 6.104820224717611, -4.618459635171708, -7.754391178652478, 2.0192552196997156,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
-0.1430795776751314*x**13*exp(-x), -0.1430795776751314*x**13*exp(-x) + 30869779.28001288*x**3, x**3, -4.557756199341356, -3.398160088724957, -2.4806169039096204,False,False,False,True,1,False,False,False,True,1,True,False,False,False,3,True,False,False,False,1
9.06673644380967, 477.7968223481018*x**2 + 650750991.3547786, -t + x**2 + exp(4*t) - 4.497211556134597, -6.251560585252898, -4.018915959569189, 4.4106229778372725,True,False,False,False,1,True,False,False,False,2,False,False,False,True,1,True,False,False,False,1
x, 171.258675170603*x**3/cos(x) + 171.258675170603*x**2/cos(x) + x, t*x*(x**2 + x)/cos(x), -3.066165026053902, -5.522589818692327, -0.9547819171916352,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
-0.40160295764861862*x + 0.026202760249643681*(2637.350896487463*x + 0.0055267768314837565)*exp(x) - 0.097842221533822521 - 0.0041051989471389329/x, -271.02301931287943*x**5 - 0.40160295764861862*x + 0.026202760249643681*(2637.350896487463*x + 0.0055267768314837565)*exp(x) - 0.097842221533822521 - 0.0041051989471389329/x, t**4*x**5, -1.9788646269515553, -2.61236361094549, -2.342581794534464,False,False,False,True,1,False,False,False,True,1,True,False,False,False,5,True,False,False,False,1
-x**5 - 0.23329888535306154*x**4 + 0.23329888535306154*x, -x**5 - 0.23329888535306154*x**4 + 0.23329888535306154*x - 52438.864706943215*exp(x**2) + 594903334.85934716, t**5 + exp(x**2), 2.1654180038881385, -7.299005186800747, -2.114408974465709,True,False,False,False,5,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
412.36296198043764*exp(x), -3363557.4230120542*x + 412.36296198043764*exp(x), x, 3.233948366313621, -8.46848533517248, 7.832902079616073,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1,True,False,False,False,1
0.9999984273696369, 0.1547560873961816*log(tan(x - 0.146060855157821*tanh(x)**5 + 2.01310294800579)**2 + 1) - 0.1547560873961816*log(tan(x - 0.146060855157821*tanh(x)**5 + 3.7080418993548)**2 + 1) + 1.210078966112555, tan(t) + tan(t - x + 0.146060855157821*tanh(x)**5), -0.3095126615413726, -3.7080418993548037, -2.013102948005791,True,False,False,False,1,False,True,True,False,1,False,True,True,False,1,True,False,False,False,1
x, x + 292.6000183817676*tan(x**3) - 548881.066002861, -9.421407844415079*t**3 + t + tan(x**3), -9.604270304844025, 1.0915335261012338, 7.881794146113837,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
x, 12.7354517742875*x**10 + 63.6772588714377*x**9*tanh(x**2 + x) + 127.354517742875*x**8*tanh(x**2 + x)**2 + 127.354517742875*x**7*tanh(x**2 + x)**3 + 63.6772588714377*x**6*tanh(x**2 + x)**4 + 12.7354517742875*x**5*tanh(x**2 + x)**5 + x, x**5*(x + tanh(x**2 + x))**5, -0.9237497780753579, 6.632664589742841, 8.459646531857366,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
-4.489051661161534, -48.98520770850072*cosh(1) - 4.489051661161534, cosh(1), -4.140227883860206, -2.505500137433545, 0.1301399506656864,True,False,False,False,1,True,False,True,False,1,True,False,True,False,1,True,False,False,False,1
x, x - 266756023986.2281*tan(x)**10 - 9321267285.963307*tan(x)**5 - 81428361.50239615, 4895153132.260309*(tan(x)**5 + 0.01747152162990055)**2, -3.817420004324285, -6.006165844673719, 2.742973533328554,True,False,False,False,1,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1
(x - exp(x) + 0.3324150849484866)**2, (x - exp(x) + 0.3324150849484866)**2 - 533419180596.834, t**3, 6.806852435782542, 8.316221538361443, 9.598451966698313,False,False,False,True,1,False,False,False,True,1,True,False,False,False,3,True,False,False,False,1
x**3, x**3 - 14.43580357820808*exp(3*x) - 228.02799426134788*exp(2*x) - 1205.2532497997221*exp(x) + 39834.908703510548, 0.0093492972155051843*(-t + exp(x))**3 - 27.179345063813417, -9.458297847912414, -5.775518212836726, -4.630325077637647,True,False,False,False,3,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
x, x + 398583.94306712627*exp(4*x), 21.206533642711955*t**2*exp(4*x), -9.12024075807209, -2.842245956730718, 9.54733382358754,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
x, x + 56.08582775468562*exp(x) + 41.58110312963683 + 330.0949170301409/x**3, -exp(x) - 0.7413834259789986 - 5.885531697489541/x**3, 2.1704663115023877, -0.6701245969205623, 7.220108614753972,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
0.088799901293504091*x*(-0.120046030283661*x**3 + 0.120046030283661*x**2 + 0.120046030283661*x + 0.3853785743460871)*exp(-x) + 0.1771107647608618*x, 0.088799901293504091*x*(-0.120046030283661*x**3 + 0.120046030283661*x**2 + 0.120046030283661*x + 0.3853785743460871)*exp(-x) + 0.1771107647608618*x + 17966704.536066174, t, -4.8504671489486295, -9.027908297204215, 1.6917693355216041,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1,True,False,False,False,1
x**2 - 102.94440628916585*x*(-cos(x) - 0.1562900852203053)**2 - 7.111386242395298, x**2 - 102.94440628916585*x*(-cos(x) - 0.1562900852203053)**2 + 110070.33979304014, t, 5.526917177996214, -9.930855877653766, 0.12572474411962453,False,True,False,False,1,False,True,False,False,1,True,False,False,False,1,True,False,False,False,1
cosh(1), 58.9379446332968*(0.00088443608238658662*x - tan(7.8466137316350455/x))*cosh(1) + cosh(1), 0.00088443608238658662*x - tan(7.8466137316350455/x), -7.894658185790329, -9.859250074089385, -2.393702706962106,True,False,True,False,1,False,True,True,False,1,False,True,False,False,1,True,False,False,False,1
x, x - 25.44056987685406*cos(exp(x)) - 25.44056987685406/x, 0.202691464995876*cos(exp(x)) + 0.202691464995876/x, -3.6096729185413263, -8.448930837783642, 1.3569881498831453,True,False,False,False,1,False,True,False,True,1,False,True,False,True,1,True,False,False,False,1
x + cos(0.1074108015928595*x - 63.27480182969315) - 5.073699613620208, -1162.7231886025698*x + cos(0.1074108015928595*x - 63.27480182969315) + 23961.614897101279, t**3 + 8.1532315325264763*x, -5.651511166139218, -4.183284549032916, 8.558903249405503,False,True,False,False,1,False,True,False,False,1,True,False,False,False,3,True,False,False,False,1
0.49223777813931320, 0.99300831704319109 - 2.6345210786446069/x, t - cos(t)/x, 2.7436288343101545, -4.535060149899197, 4.45254676630598,True,False,False,False,1,False,False,False,False,1,False,True,False,False,1,True,False,False,False,1
x, x + 1724.5557078754374*exp(2*x) - 26203.282320843393, t*(-2*t + exp(2*x) - 0.19675279687291431), -9.733657656831305, 5.594683214216502, 8.907025146156684,True,False,False,False,1,False,False,False,True,1,False,False,False,True,1,True,False,False,False,1
x - 0.1478402386844628*cosh(x), x - 0.1478402386844628*cosh(x) - 2.308213837262585, t, -8.611991770966183, -2.970215628607253, 5.254195977626328,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1,True,False,False,False,1
-5.634754671515562, 42.36364847207985*x**3 - 42.45048047162216*x - 258.1694418879842, x**3*tanh(t) + x + 5.948924120783186, -2.605432474868044, -5.453666113752438, -2.562135625707123,True,False,False,False,1,True,False,False,False,3,False,False,True,False,1,True,False,False,False,1
2.259816815534119, -218.9108319550976*x + 218.9108319550976*cosh(x**3 - 5.6154962531946087) + 305.94590939802224, -x + cosh(x**3 - 5.6154962531946087) + 1.3872593232151225, -8.217654227010112, -6.119470582703908, 5.66869294843514,True,False,False,False,1,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
x**3, x**3 - 4.1703056054091489*x**2*cosh(x) - 1288.2744879701078*x, (-x - 0.58889672321117811*x**2*cosh(x)/t**3)/t, -8.353039347688743, 3.4048060001963076, 7.948394928861809,True,False,False,False,3,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1
x**3, x**3 + 1011.014794196337*x + 2584080.4635309, -x - 9.282831891287561*cosh(t), -9.43978350820232, -6.510556325434893, -6.081963681621307,True,False,False,False,3,True,False,False,False,3,False,False,True,False,1,True,False,False,False,1
x + cosh(x - 4.4379402966443541), 1736437.8273270849*x + cosh(x - 4.4379402966443541), x, -3.126564145210722, -9.482689728110248, 3.5126975328271968,False,False,True,False,1,False,False,True,False,1,True,False,False,False,1,True,False,False,False,1
x - 47618.452389823934, -1805431.5166148908*x - 6161761003.9021203, -t*exp(-t) + x - 5.527313762867294, -6.92356407930591, -7.905704388282288, -2.4301368905573035,True,False,False,False,1,True,False,False,False,1,False,False,False,True,1,True,False,False,False,1
-6.983979771664554*x**3 + x, -6.983979771664554*x**3 + 2058040.883003777*x, x*cosh(t), -8.898478065913096, -6.114502202448993, 1.5524368913426088,True,False,False,False,3,True,False,False,False,3,False,False,True,False,1,True,False,False,False,1
